id,vehicle_type,registration_number,capacity_kg,fuel_type,operating_cost_per_km,is_active
52e16ee1-f494-463e-a33e-02617c0d44bc,bike,IND-5920,21.0,none,7.56,True
564d7d87-9d3d-448e-9660-f6f35bab88a8,scooter,IND-4653,10.0,electric,7.33,True
4a52daa1-9323-4131-8235-b49fc255b4cf,bike,IND-7622,20.0,none,6.38,True
19cfd23f-d6c4-45c9-b0f2-4ba68ee3ef26,bike,IND-2637,15.0,none,6.11,True
6924ff04-d1bd-4f14-a055-20b97b95bf13,bike,IND-1257,10.0,none,5.09,True
3533bef5-0fd4-42e6-86fb-893327c7a964,bike,IND-4502,24.0,none,7.15,True
26c09069-6a44-41ce-9850-69b4c01adf2f,bike,IND-3450,21.0,none,6.26,True
d7ab10d2-ca56-411f-ba45-0fcc80727406,bike,IND-3372,23.0,none,7.09,True
5873a29d-5150-4e6d-ad77-4bcc3d01018b,scooter,IND-8429,18.0,electric,5.0,True
2eee32fd-ad61-4500-aee2-9997b609fa4b,van,IND-1349,615.0,electric,2.34,True
4c280bf0-5d50-4165-b373-be0f907fee2f,bike,IND-6833,11.0,none,3.72,True
a674ce7f-7d73-4908-ad40-0c0afd7c0d77,scooter,IND-5824,17.0,electric,6.75,True
f1e9bcba-d605-4a31-bf85-4db1547f4490,scooter,IND-5965,16.0,electric,7.94,True
71622a75-9fbf-4c17-aca1-ff9173364543,scooter,IND-4107,16.0,electric,6.81,True
3d6a7763-2e80-4a1c-b8a1-111603b8d201,bike,IND-4893,10.0,none,6.14,True
b404b4f5-e280-462d-a15d-13defb88e079,bike,IND-1906,18.0,none,3.92,True
b86c152c-bea1-42b2-b506-7f65071a62a4,van,IND-2811,406.0,electric,4.39,True
a9fde836-b5ae-4ad6-b45e-fd30eea27ed1,scooter,IND-2571,10.0,diesel,6.74,True
4f26dbc5-0ae1-4320-8aca-0a998ccc4efb,bike,IND-4406,23.0,none,7.68,True
6e947259-4ff5-4f8c-aceb-7d93d8c9582a,scooter,IND-4406,22.0,diesel,4.28,True
91c572fa-1d0c-43fb-b72a-69e70a9734ce,scooter,IND-8817,23.0,electric,3.31,True
a65a1d51-dd14-4d2d-bbd3-a6cb33c26c1e,van,IND-7610,613.0,electric,4.26,True
e6e18342-52ee-40b5-912f-dc3f58e62ca1,bike,IND-5267,22.0,none,5.53,True
3c2b0c01-3bd6-4ba4-a07c-83a20622f7a6,scooter,IND-5667,14.0,gasoline,5.44,True
bf3b0c51-498a-4977-964a-37f5e9a6d35f,scooter,IND-8252,22.0,electric,3.49,True
ff846c91-5779-46d2-9080-e5e98b20b305,scooter,IND-8420,12.0,electric,7.38,True
a1e13d89-1be1-4cca-9387-6eecf082d5f4,bike,IND-4378,16.0,none,7.25,True
14a4445c-8b8d-40cf-8350-a5c83bdd066d,scooter,IND-1469,21.0,diesel,2.52,True
0fdaf504-b042-4ed7-967a-b5596b66aaa0,scooter,IND-3328,13.0,electric,7.67,True
9cf0a8eb-0d43-4a8e-b3b8-70136d03c62d,bike,IND-3019,24.0,none,6.37,True
da9791b4-661d-4abd-b5bf-2c9eb1e66ccd,bike,IND-8136,20.0,none,4.08,True
fbb419f2-472a-4950-92ce-5749467e1d9b,scooter,IND-1452,10.0,gasoline,7.01,True
31d542ce-4cb2-424b-ac48-34749f3293a5,scooter,IND-7468,13.0,diesel,7.67,True
917e8c24-7b3b-4956-b7a0-2fbcb0436355,van,IND-8767,598.0,diesel,5.42,True
ceb9deff-2e12-4ce6-87c3-f3e2e171b65c,bike,IND-5998,11.0,none,7.45,True
d61fde84-cb91-42f3-8706-d131c39f88dc,bike,IND-1491,23.0,none,4.94,True
33321f7b-6633-4b7f-99dc-af283e8b935d,van,IND-9315,498.0,electric,2.34,True
5fde9ea5-60a9-4506-b4b3-d91cea31ffe2,scooter,IND-6814,13.0,gasoline,2.73,True
56dcaa6e-e061-4995-9566-2faf771eb457,scooter,IND-3147,15.0,diesel,5.72,True
9ebe5aae-96b7-4c26-bfc7-9ecdbcba8285,bike,IND-1191,17.0,none,5.07,True
fd1b702a-3b8c-45cf-90f6-441dbcd3333b,bike,IND-7706,25.0,none,3.05,True
f655577f-a5f1-48e2-9566-d98a136848cf,van,IND-1881,677.0,electric,4.8,True
9d79af45-bc9e-4b94-be07-1d85d1c2fa4a,scooter,IND-1900,11.0,electric,6.08,True
5e175adf-6ba5-424f-8526-63dbefa7fea3,bike,IND-4926,12.0,none,3.11,True
ec3b6a19-7feb-4556-bf45-a0c4fc2b79f0,van,IND-7351,419.0,diesel,2.93,True
6b4c6e43-c3db-4234-aea4-ed265c963ae7,bike,IND-9906,11.0,none,5.54,True
83108f31-5caf-4088-aaac-23bf4b0a6d00,scooter,IND-9516,23.0,diesel,4.51,True
eedf2ff1-4854-4f3a-8b47-efd8195c9a08,bike,IND-9404,20.0,none,6.85,True
bdff7eba-ecee-4f73-bd99-9aee63ee5b2e,van,IND-1653,592.0,electric,4.4,True
75fcb7eb-3be3-413d-bf77-9c4235012ce5,bike,IND-8064,20.0,none,2.3,True
b605cae4-d8ea-44ea-834d-46b0c61c7349,van,IND-4211,417.0,electric,3.77,True
4e971cdf-3106-4c63-a98f-792a123e67c4,bike,IND-1272,19.0,none,6.18,True
badc0528-4654-43b0-89f2-0afc4724a858,van,IND-5191,335.0,gasoline,6.07,True
c3ee459a-d479-402d-a374-c3085a4f0151,scooter,IND-6331,23.0,gasoline,2.26,True
ad2d3ecb-643b-4447-b540-8e8e5781c80a,van,IND-8032,520.0,electric,4.72,True
df7dd09a-1858-4201-af85-edef38378df7,scooter,IND-2920,14.0,electric,2.0,True
9556a024-d6ec-4192-958f-bf9389fa1ff9,bike,IND-8793,21.0,none,2.61,True
1788c9f1-a7c7-4613-9b0f-686b426143b6,bike,IND-1792,21.0,none,5.13,True
2aeea0d2-3b0a-4aad-a566-e3862b6ed2ad,van,IND-6497,727.0,diesel,3.81,True
b502dae5-f34b-47de-b4e7-bc26b1a63b19,bike,IND-4903,23.0,none,7.61,True
1bb04e57-9e66-46a1-975d-a3d3d6277b19,bike,IND-7064,17.0,none,7.24,True
36af14a2-44c4-4b2d-9f30-1e9bfa24f938,van,IND-7924,687.0,diesel,2.61,True
91335d88-99a4-410d-a9b5-9b1311a5ab6d,bike,IND-6989,23.0,none,2.3,True
144b5ece-565c-4616-af37-2afefd5632b8,scooter,IND-6976,13.0,gasoline,7.88,True
6b7668bb-3ca8-4d8e-ba9e-8034e95c978e,bike,IND-6443,23.0,none,6.37,True
1f00b875-6889-4e6c-81b9-c4a64d016864,bike,IND-3871,21.0,none,7.12,True
9b60108f-a595-4c83-a0f0-3b33b2d17bed,van,IND-1528,694.0,electric,5.84,True
e941663b-5c13-48f5-971a-b7c1583f0912,scooter,IND-1351,24.0,diesel,5.5,True
92df08e2-5879-4297-9fa2-275b32edee18,scooter,IND-9375,24.0,gasoline,5.54,True
b55c7ca6-dfac-420a-8b7a-3092395055ec,scooter,IND-7237,16.0,gasoline,4.07,True
c86820df-0370-40e7-829d-e7853735bdc9,bike,IND-2751,20.0,none,4.53,True
d8117c16-283c-4451-bb9f-69f4434412ac,bike,IND-2312,17.0,none,4.37,True
232ceaec-c562-441a-9771-684ff2e59ccf,bike,IND-2982,16.0,none,4.86,True
9925d993-abbc-4cf4-9b6d-b013cae19942,bike,IND-4928,19.0,none,3.72,True
e42d61c8-10ec-4993-9f14-4d815c43c7a2,scooter,IND-9516,15.0,diesel,5.47,True
e435360a-f8f8-42ff-b9aa-385b32dbcd48,scooter,IND-4885,24.0,gasoline,3.67,True
bdcd1ea8-d96b-418b-9513-fd91bd9ee122,scooter,IND-1589,23.0,electric,7.16,True
49fa37d3-cf8c-4560-ba18-9bbc9b2b8cc5,bike,IND-5756,23.0,none,4.11,True
6622bc94-35bb-46db-8ef5-d160ec6df360,bike,IND-1305,17.0,none,5.3,True
4be9386b-476d-4724-ada0-810468b74ff2,bike,IND-1211,22.0,none,2.03,True
a9c2fdeb-83b3-43f1-92fb-2fa8d4cea8ce,scooter,IND-8609,12.0,electric,6.28,True
14a34237-d6e2-40aa-b058-f6ce006e08b2,scooter,IND-4046,14.0,electric,2.46,True
cb848f5a-2c6e-4dd9-83a0-4f819d33788d,bike,IND-9980,17.0,none,4.79,True
aba92040-964e-4db7-9206-c967886571ee,bike,IND-3583,21.0,none,5.5,True
130887ac-8b3b-4545-8bea-b85546b30880,scooter,IND-4627,20.0,electric,6.0,True
cf6839df-235f-4ae6-904c-e6f880f83847,bike,IND-2726,15.0,none,7.82,True
6630aa85-38ee-4202-a39d-cd21f34c30c9,bike,IND-5230,17.0,none,2.75,True
5158e313-b4a4-4993-99a4-3d66aac80e4e,scooter,IND-4082,14.0,gasoline,2.43,True
84689614-635f-40e9-986b-7c097225e671,van,IND-4635,467.0,diesel,4.31,True
0a7067dc-d7f6-4864-b47d-cfd76b7ee7f5,scooter,IND-6030,11.0,gasoline,3.76,True
a178aa3e-4287-4f3c-a768-e5d05af3b181,bike,IND-4252,12.0,none,7.72,True
e70e6cdf-3c8a-4ca6-b4bf-1561ae6659b0,bike,IND-8075,15.0,none,5.02,True
4155805b-3944-4d0e-852b-1960f01d5a42,scooter,IND-4145,16.0,electric,2.45,True
a81e77d4-a742-4102-8c3c-37638ad89294,van,IND-5006,770.0,diesel,7.22,True
ca259a09-69d0-403b-8794-179bb7dbd90e,bike,IND-4721,18.0,none,3.16,True
468046e6-e82e-4fed-bb01-71cc3813af38,scooter,IND-5025,20.0,gasoline,6.6,True
6ce2f822-795d-497e-b030-ce8bb4a85018,van,IND-4278,665.0,gasoline,5.73,True
0bf5a81a-1295-49f1-a458-6dc6391c65cd,scooter,IND-9468,19.0,electric,7.97,True
64570e35-5c28-4467-a9c1-4e2fb9c00eae,scooter,IND-2312,16.0,electric,6.36,True
ae7590be-04cb-4ed7-9a7c-5cba525072af,scooter,IND-3137,18.0,electric,7.27,True
aef2b156-c414-47bf-9664-da2e45bb02da,bike,IND-8136,15.0,none,2.97,True
6b5e3f5d-f929-4842-930c-604b6ba187e1,scooter,IND-2253,14.0,diesel,6.69,True
07b58590-32ae-48a6-940f-6e6ebcbfa3f9,van,IND-3871,354.0,diesel,5.83,True
84d76b70-04bb-49c7-a6e3-8b2cfe50fafb,bike,IND-4288,12.0,none,6.66,True
679d8d24-fb5c-43c1-af69-9d1cbdc5b4db,scooter,IND-3271,16.0,gasoline,2.75,True
da64c512-cf7d-4a28-bf2b-1957bce4d4ba,scooter,IND-8051,10.0,electric,3.81,True
b8f3c0a3-ccfc-4bc2-993a-0f1cc72a1e41,scooter,IND-2584,15.0,diesel,4.74,True
d9c443b1-5c50-42d9-bfc6-daef2320c3ee,scooter,IND-8604,24.0,gasoline,6.61,True
42910c11-0020-4487-a6a9-de6f53743d23,scooter,IND-3309,13.0,diesel,3.14,True
aec4a90e-4e3a-4e6a-b24d-4832e0569903,scooter,IND-5394,11.0,electric,4.13,True
8ad7bad8-b797-47b7-86c0-3dd9d423dbd0,van,IND-2444,524.0,diesel,7.42,True
88efc305-6ee0-4d4d-b81c-17ecc2fb396e,bike,IND-5669,12.0,none,5.66,True
00c4c56d-62cd-40f1-8805-15719b9d1774,van,IND-3059,449.0,diesel,5.84,True
b6e54132-8742-4372-8017-f8abec585351,van,IND-4932,548.0,electric,3.32,True
2bb3fe4b-be74-4dd0-a7cb-e33f79a85d63,scooter,IND-7122,15.0,electric,7.85,True
1cab59ca-7b23-4707-9853-868b6ca70c18,bike,IND-2696,25.0,none,6.18,True
67c3ef98-7d68-4d99-bcf7-5fae18fd6b8b,scooter,IND-9928,23.0,electric,7.16,True
94f17380-aee0-4614-a5fc-497534ba3b43,van,IND-5825,322.0,gasoline,5.4,True
2d043c87-74d4-44ee-9a36-798efbdad334,van,IND-1790,689.0,diesel,4.11,True
76a2b2c9-9e62-4262-8129-f313bf75bbd0,scooter,IND-3374,18.0,gasoline,6.24,True
f39367a9-dc8a-4729-ac7e-e982b525e26c,bike,IND-9477,22.0,none,6.93,True
7c330601-8733-4d3d-a2de-4e6c1cbe6f03,bike,IND-4643,24.0,none,2.79,True
10654f13-8a0a-461e-9bf6-ff017eb81222,bike,IND-7440,11.0,none,5.23,True
e3774d61-880d-494e-aa04-e60a0cee2616,van,IND-6065,719.0,gasoline,4.11,True
043f6d37-e67c-4771-860d-92a36af33f17,scooter,IND-2083,21.0,gasoline,6.3,True
9e5f6014-0107-4596-aded-945421331dd4,bike,IND-4742,11.0,none,6.86,True
617c27f4-eb90-4df0-a806-6c6a93ce79cc,scooter,IND-5183,16.0,diesel,6.98,True
593c78d3-bd0e-4e11-a964-4a6b23403335,bike,IND-1889,11.0,none,5.44,True
2b438685-7727-4850-8f7b-3011a5ae4238,bike,IND-5088,25.0,none,5.63,True
a482712f-0493-42a2-9e3b-cc3288370575,bike,IND-8725,22.0,none,7.94,True
f83efc22-cded-4766-81c2-488967508c5a,bike,IND-2402,18.0,none,7.32,True
ee8e3a87-e9f3-4d4f-a749-f3d49cc6dccf,scooter,IND-3038,22.0,diesel,4.77,True
50b1f54b-9c8a-4fc1-8814-cf21c6091b8e,van,IND-3928,637.0,gasoline,7.2,True
9736a88f-5209-4b92-86e0-2fa5977037d8,scooter,IND-5219,23.0,diesel,3.11,True
24c2524c-bf53-4cbb-ba8d-41c01d16881f,scooter,IND-2486,22.0,electric,7.91,True
6c0600dd-ebaa-4c25-bc46-c27963d1636a,van,IND-9646,598.0,diesel,7.63,True
4fe01026-2e53-425e-af3a-eb5f1a0810ce,scooter,IND-3894,25.0,gasoline,2.47,True
48c2b428-13be-4504-81f6-45a02a83b27c,bike,IND-4017,14.0,none,7.41,True
50c03add-7d8d-44b6-9cc2-0a3c4a5d42f0,bike,IND-7327,25.0,none,5.0,True
57d6625e-b3cc-4e28-a6fd-928aa6e43166,bike,IND-1455,20.0,none,5.79,True
c478de35-a9c3-452c-8869-7ce12195bf5a,van,IND-4327,713.0,diesel,7.71,True
ff4f9f95-c2c7-49ea-aeed-b0b5f0d31599,bike,IND-5919,12.0,none,5.06,True
ed8aa920-9663-4f24-914b-1b091d217f71,scooter,IND-5766,23.0,electric,2.5,True
a520f78b-0b79-4192-ae27-bb7c7ffbf78b,scooter,IND-2047,19.0,gasoline,7.62,True
5d3c4c8d-e9ea-4e07-9957-be35179d63c5,bike,IND-9029,17.0,none,6.22,True
c75a1435-cdc7-4b67-a625-9b909b5dbad2,van,IND-1369,693.0,electric,3.17,True
bd8fd855-d486-4837-ade0-65f3265f577b,scooter,IND-4794,17.0,gasoline,6.83,True
7c758bef-0223-42d7-bb21-4b8caf35fe6e,scooter,IND-9495,24.0,diesel,7.39,True
66f1ea75-a291-4115-bd79-30a180480a03,bike,IND-2310,19.0,none,2.36,True
46d5d1b4-ab93-4821-9292-adec9fd1d9a5,scooter,IND-6197,13.0,electric,5.14,True
b10d9601-68df-4db8-831b-e394b50bb0e2,bike,IND-4976,21.0,none,3.09,True
f690ac59-ba7d-4b53-bf53-16db7d9ae9f9,scooter,IND-8676,24.0,gasoline,3.34,True
0fd73417-90e7-47e6-bcf0-d8de0976e0d5,bike,IND-3869,23.0,none,5.87,True
75c8e566-d87d-4d0b-99b0-86a2a799ba74,bike,IND-5952,10.0,none,2.57,True
a348591f-e6cf-4f92-a41e-b1298420fdf7,bike,IND-8405,18.0,none,3.57,True
ce3c22cf-ab73-44c7-87e0-f819f1c69760,scooter,IND-7221,16.0,electric,2.66,True
cb8ca663-368a-4c9a-8866-5f465bf439a5,scooter,IND-9669,23.0,gasoline,4.59,True
b975876b-51f8-42cf-9be4-f00d6352435d,van,IND-1380,514.0,diesel,7.2,True
7cb39db7-cb97-4304-9b83-197bff91f1b4,van,IND-5333,618.0,gasoline,5.42,True
13d8c1da-586e-46fa-8413-788373981a17,bike,IND-1493,20.0,none,2.78,True
84a1be13-e0bc-4b4c-91d8-ff9efd7aecfa,bike,IND-4081,24.0,none,3.49,True
bccef0d6-a2f8-407e-a0a4-e76fa6d9b004,scooter,IND-1277,24.0,diesel,4.09,True
d887062d-d9a9-4c1d-87f1-befae1611c29,bike,IND-7805,12.0,none,2.83,True
9a451e47-db6a-45bf-9f54-dd2d2ab15cf7,scooter,IND-1193,22.0,electric,4.64,True
7bf5974a-6ff3-4129-ac21-5e4416c51cdb,scooter,IND-4516,16.0,diesel,3.2,True
9b6750c7-22fd-4c69-8622-173848feaccf,bike,IND-8445,16.0,none,3.92,True
ae3afd4b-6110-4317-a18e-9471286e93f8,scooter,IND-2969,15.0,gasoline,6.7,True
ac88dc20-de51-4337-ab51-1bb965f61c88,scooter,IND-3687,25.0,electric,3.8,True
ff4fa557-c928-43fb-9f83-cf077aa4775d,scooter,IND-1864,18.0,diesel,4.29,True
a4fb7fde-2fd6-4030-ab0e-4041aa8280d5,scooter,IND-8779,19.0,diesel,3.56,True
5d750905-2ef2-4ce2-8fbf-fff3b22cddf4,van,IND-6627,553.0,diesel,2.15,True
d314da59-d441-4d39-828e-0c291988796b,bike,IND-6502,12.0,none,5.45,True
957fbd8e-7a4e-430b-a5ed-0b3441b53728,bike,IND-2260,24.0,none,6.01,True
7d58e135-c711-4dc9-8305-9e292b089825,van,IND-1656,778.0,electric,3.78,True
f8bc2eb2-59ce-4a18-b2f0-7eed16980730,scooter,IND-8421,25.0,diesel,4.77,True
280931f0-4f79-4d6b-aae8-41c2030e09a1,van,IND-3187,703.0,gasoline,3.74,True
cb157cc4-70f4-4f24-b952-49c5f10a44bd,scooter,IND-5571,17.0,diesel,3.42,True
7175d896-b27e-45bf-b450-a7c50d4e2851,bike,IND-1842,10.0,none,4.38,True
c2c680c4-2d98-4356-bc12-c7d1e25201f4,scooter,IND-3460,22.0,diesel,5.44,True
d350d408-febe-451e-85a8-7804c89d02d5,bike,IND-2810,21.0,none,7.63,True
de727682-c1a5-4048-b8d0-214d2db865a7,bike,IND-8442,12.0,none,3.07,True
f45c4f3f-e30d-442e-a199-14d96441cc1e,van,IND-1427,763.0,electric,4.0,True
0b5d58b3-40af-4757-94a6-e85d3ec88713,bike,IND-6460,14.0,none,3.79,True
adb5e8f9-3372-41d8-aab5-b4b373025cad,bike,IND-2356,13.0,none,3.32,True
5a601231-888a-4b19-a521-3d38eb43561f,van,IND-4383,537.0,gasoline,6.63,True
b34281d5-44c6-4d8d-a0c6-4cef931f7f45,bike,IND-8460,13.0,none,8.0,True
8796e57f-06f1-43c5-a411-012b8f87b3a6,bike,IND-9565,24.0,none,6.31,True
6a08024e-ca4f-40f0-a6ba-396cb1ad648d,bike,IND-9886,15.0,none,6.69,True
bb593f2c-f39f-406a-94ef-f6b91fddb174,scooter,IND-4602,24.0,diesel,6.06,True
29e4bc98-0af8-42e1-aec4-08a3daafb3f8,bike,IND-4137,20.0,none,6.16,True
6f789fb2-92c1-40d3-820f-719859640789,scooter,IND-6838,10.0,gasoline,6.69,True
a46e2c9d-5688-44ea-9697-17e258fbbd7f,scooter,IND-3490,10.0,electric,6.74,True
9489647f-718d-4ac1-bd0f-c8a126393630,bike,IND-4702,15.0,none,3.9,True
41023716-42ce-457d-beec-94685870eca9,van,IND-4490,674.0,electric,7.66,True
adda5e40-c8cf-45b6-ada4-7f6569984cbd,scooter,IND-8952,25.0,diesel,6.76,True
a4563438-9abe-4c85-a666-f9b395dcf541,scooter,IND-8085,10.0,electric,3.45,True
8d3ea5f4-f0d6-4b97-886e-c87cb13dad9a,scooter,IND-4884,25.0,diesel,3.19,True
c6c7d72a-6543-4390-9471-698526c6e5e1,scooter,IND-4181,11.0,diesel,2.51,True
fb3deddc-0100-44c6-b0cb-7d9626f8bce3,van,IND-1758,630.0,gasoline,6.43,True
ae047f54-dfea-4ddf-9fda-f434c490a6b2,scooter,IND-3060,11.0,gasoline,3.29,True
d5b5a7be-96a7-4ad8-92f5-1631c3b0f932,scooter,IND-9135,15.0,electric,7.25,True
6977172c-4735-475b-be6b-c8314431527f,bike,IND-8667,19.0,none,4.85,True
a57cb916-8da9-48b3-ad72-d45e670794e1,bike,IND-5710,22.0,none,4.65,True
8e3fea6a-239b-4dc3-809e-60fefc740d65,van,IND-3142,715.0,electric,5.48,True
fe92f82b-5dcd-4ab9-88f8-9b9e9396e96b,bike,IND-7729,17.0,none,6.48,True
827c5945-f910-4650-8ba1-b5f4eca7e067,scooter,IND-2914,11.0,gasoline,5.94,True
28975f0d-2f53-4e7d-8bd9-e9f1a68fc6f4,scooter,IND-6149,23.0,diesel,7.5,True
c0065136-641d-4e3a-8eb0-9cb71ecbf437,bike,IND-5506,20.0,none,2.58,True
bc1f8df7-af3b-4bc5-b96f-a57eaa74ee0c,scooter,IND-4168,18.0,electric,5.48,True
ac85afcf-9071-48d8-b1b1-cfcdb51d0c4e,scooter,IND-4461,25.0,electric,6.17,True
5c8635d3-742a-4556-ba5e-edea053474e8,bike,IND-4542,17.0,none,7.02,True
68956e0d-b791-402b-989c-e7d1eabeb91f,scooter,IND-1704,25.0,electric,7.39,True
4916bbe5-4eac-485d-b567-d3d0e5867e84,van,IND-4474,416.0,gasoline,6.12,True
0bd051ef-75e1-429d-92f3-935800c93f56,van,IND-6866,611.0,gasoline,3.12,True
26c9eee3-3916-44de-8e31-ceda565db297,scooter,IND-6443,15.0,electric,4.87,True
4913448f-1ae3-423e-9992-968191aeb772,van,IND-1380,777.0,gasoline,2.01,True
d9819f35-9331-4610-bce4-c5778787134d,bike,IND-7038,24.0,none,7.03,True
182203a6-9ef2-442c-9b74-6dff4b9a25e7,bike,IND-5439,14.0,none,3.04,True
83427c81-fc83-44e7-b074-74c6d95c48d6,scooter,IND-4778,14.0,diesel,7.42,True
3c48a33c-1bee-4b0b-827e-dd8412bf820a,bike,IND-6698,10.0,none,5.64,True
01ae4cec-be07-4785-955d-eafb18ebe036,scooter,IND-7106,13.0,electric,5.96,True
27c27e2f-00b8-4b30-b07b-7438806bd5b4,scooter,IND-3580,19.0,diesel,5.0,True
eccba201-7b90-429c-acf3-632ba4aa016e,bike,IND-1891,15.0,none,4.81,True
8d81299b-645e-4585-b4e4-85afdffb7dd8,bike,IND-3641,16.0,none,7.95,True
2b69e521-61ad-4682-9dd1-aa2297f8ca42,scooter,IND-7037,12.0,gasoline,7.48,True
212e7ca4-3d14-4b23-83b7-349786e61ba4,scooter,IND-3176,25.0,diesel,2.09,True
b68e8d32-9a72-42ab-be3c-08755a2fb761,bike,IND-2687,17.0,none,6.03,True
f5ce22f5-1327-4588-ad98-1061f9b93641,scooter,IND-3590,15.0,electric,4.88,True
dd588d82-9040-44c8-9a7e-53448557f2e1,van,IND-6524,317.0,electric,4.57,True
d30966cf-49d5-4090-83c5-9326bfa9e2d7,bike,IND-7915,21.0,none,7.82,True
18af7f28-972c-4d7b-9904-a8ba2a6ef0be,van,IND-8669,662.0,diesel,7.21,True
7dc789bc-0ae3-4a9a-8c8c-6c3cbebe73e8,scooter,IND-3682,19.0,electric,2.85,True
fcc5f447-cd6e-485f-b4a9-8c47920184af,scooter,IND-6374,18.0,gasoline,4.33,True
43f9193a-4e6c-46df-b29d-484c6686349d,scooter,IND-8390,16.0,diesel,5.45,True
f25ef22b-57a7-40b0-a7ff-60f3e5cb36ce,scooter,IND-5565,14.0,gasoline,6.72,True
90cdaa60-3a91-4b2d-a8e6-ff018832a05a,bike,IND-8946,20.0,none,6.2,True
74e0045b-0ca5-4c12-ac4a-fa1956d31698,scooter,IND-7126,23.0,electric,2.42,True
34ca6348-ba2c-44f5-ae1b-60a6efcd41ea,van,IND-2930,705.0,gasoline,4.84,True
cf71be26-6836-450a-bd96-406c45e8410d,scooter,IND-7599,12.0,diesel,7.69,True
9770f666-80bf-449f-a50c-04e80650f3f2,van,IND-9268,677.0,electric,5.64,True
9d7e9ae9-64ec-4d98-8016-e880ef008da1,bike,IND-2138,25.0,none,5.96,True
552afc4e-8bc4-4489-8e07-e292370389e9,scooter,IND-4283,11.0,gasoline,3.82,True
d0fccf28-ecd3-4882-b8f5-ef9441a982f7,scooter,IND-7239,24.0,electric,7.26,True
4a42f14f-dd74-4911-aae7-3b1a0e452436,scooter,IND-4110,22.0,gasoline,7.46,True
c23b9b45-19e1-4fcd-baff-a180173b9667,bike,IND-1488,15.0,none,3.64,True
572312a7-5802-4a3a-834f-e7543eeb19a7,bike,IND-1134,12.0,none,4.3,True
29bd2bd6-c674-42e5-9d7c-f44fc24bc87f,scooter,IND-5101,23.0,gasoline,7.4,True
b704b3fe-3b7e-4950-8b8b-103988c710dd,van,IND-2903,422.0,diesel,2.87,True
63d50980-000a-41b4-a487-d712c76b0a46,bike,IND-3644,25.0,none,5.21,True
935857af-f26d-434f-b729-146e201222a5,scooter,IND-5068,19.0,gasoline,2.4,True
d886b78b-69cb-4820-887d-6ddbd4bf22b2,scooter,IND-3567,18.0,electric,6.11,True
14b7de32-3e53-4cf6-8724-78535f5856cf,scooter,IND-4022,20.0,gasoline,2.23,True
5791c329-3dfc-4f64-972c-2ab154ebfacf,scooter,IND-1225,19.0,diesel,4.13,True
2bb4c24c-c854-47f1-b2a8-ded7f872cd4c,bike,IND-8032,14.0,none,6.66,True
18c79762-d1ef-416c-8ad7-38660f97803e,bike,IND-5650,25.0,none,3.21,True
69c744f5-538b-45bd-9049-341d5f1baa8e,van,IND-9444,702.0,gasoline,2.62,True
9a2f43a8-f98e-4009-b065-c021e9ad2cdd,scooter,IND-1037,14.0,electric,2.71,True
83b69d46-cccc-4484-843b-d7a9fe974448,scooter,IND-8012,20.0,diesel,2.28,True
477a7bb1-8ee6-4ccd-a3e8-9ff4375ba75e,scooter,IND-3834,14.0,gasoline,5.01,True
29481ccc-1777-4cb5-96a1-dd4ffb30442b,bike,IND-7555,23.0,none,3.06,True
9be54eee-6dae-474f-b774-ec9627e2c829,bike,IND-8429,19.0,none,4.96,True
26d033ae-95f7-4097-8fbe-be9c925f8724,van,IND-4805,478.0,diesel,2.22,True
f153129c-1fc3-4783-ba37-7dfa452b8175,bike,IND-3404,12.0,none,2.82,True
c4ebb587-5b88-43ba-b943-c8f3fda5d09a,scooter,IND-5908,12.0,diesel,5.68,True
6b4fb2f3-4aaf-4129-8911-795c76e154b5,van,IND-7245,311.0,electric,4.43,True
e7244518-33ac-40fb-9021-3fe0a9e4a7cf,van,IND-6076,471.0,gasoline,4.27,True
268aed6a-c885-40b7-8d2b-88f22f9ee66c,scooter,IND-7283,14.0,electric,3.28,True
44265a8d-13b9-4ae9-aad4-1e74734f71d6,bike,IND-3258,10.0,none,2.77,True
428a92aa-539c-4e26-b76d-330bc5eeb694,van,IND-7187,572.0,electric,3.0,True
994e395e-6804-4d42-85aa-76d34c2aca06,bike,IND-9417,16.0,none,6.71,True
dd1b2660-2694-4082-94c3-4bcee971096f,van,IND-1139,717.0,gasoline,6.9,True
a6058af5-7f63-463f-bf46-9e73178b9960,bike,IND-2743,25.0,none,7.96,True
5e630157-6490-4a74-8585-85127c520c1f,bike,IND-4465,23.0,none,2.59,True
7bd09189-59a9-4151-836e-babb60796c56,bike,IND-1630,25.0,none,7.84,True
c0ce491a-4d59-4500-af7d-3e7942eee82c,bike,IND-9163,19.0,none,3.28,True
72d4b847-4452-4cee-861f-758091cbc4bb,scooter,IND-9314,25.0,diesel,6.11,True
f504aa0a-6cdc-47e8-87f1-002669c0f8af,scooter,IND-8754,13.0,electric,4.42,True
acd09941-5260-4790-9669-faf08c99f341,bike,IND-1449,25.0,none,5.6,True
2ac9b263-f268-4d3f-a0d2-d0636e74e514,scooter,IND-8588,24.0,diesel,2.22,True
7656d62c-5593-4e36-b85b-a88f4ee89c1e,van,IND-2492,668.0,electric,6.98,True
b4c0d9ff-933b-49f1-80ba-bf53ee83fc45,van,IND-5607,498.0,electric,3.01,True
